ID,Describing the Symptoms,assuring,diagnosing symptom,Specific Answer,Asks,Symptom,Ask1,Symptom1,Ask2,Symptom2,Description,InspectionList,Car Problem
52,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Inside the vehicle when the heat or A/C is turned on.,,,"Clogged fuel injectors are caused by dirt in the fuel system. If dirt gets past the fuel filter and into the fuel injectors, they will become plugged and prevent fuel from reaching the combustion chamber.",4) Turn the key to the ON position and allow the fuel pump to build pressure in the system. Do NOT start the vehicle. You will hear the fuel pump run and prime the system.,Fuel Injector Leak
53,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Inside the vehicle when the heat or A/C is turned on.,,,"Clogged fuel injectors are caused by dirt in the fuel system. If dirt gets past the fuel filter and into the fuel injectors, they will become plugged and prevent fuel from reaching the combustion chamber.",5) Press the €œtest€ button on the fuel injector tester and allow it to pulsate the fuel injector for the needed amount of time.,Fuel Injector Leak
54,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Inside the vehicle when the heat or A/C is turned on.,,,"Clogged fuel injectors are caused by dirt in the fuel system. If dirt gets past the fuel filter and into the fuel injectors, they will become plugged and prevent fuel from reaching the combustion chamber.",6) Repeat this for each fuel injector and write down the pressure indicated by the tester for each.,Fuel Injector Leak
55,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Inside the vehicle when the heat or A/C is turned on.,,,"Clogged fuel injectors are caused by dirt in the fuel system. If dirt gets past the fuel filter and into the fuel injectors, they will become plugged and prevent fuel from reaching the combustion chamber.","7) After all the fuel injectors have been tested and you have pressure readings, find the average reading for all the fuel injectors. Add all the readings together, then divide by the number of fuel injectors in the engine.",Fuel Injector Leak
56,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Inside the vehicle when the heat or A/C is turned on.,,,"Clogged fuel injectors are caused by dirt in the fuel system. If dirt gets past the fuel filter and into the fuel injectors, they will become plugged and prevent fuel from reaching the combustion chamber.","8) Compare each original fuel injector PSI reading to the average PSI reading. If you have fuel injectors that are above OR below 1.5 PSI of the average, they are faulty and will need replacement.",Fuel Injector Leak
57,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,Some fuel tanks are made out of metal and are susceptible to rust and corrosion. They can develop soft spots and begin to leak.,"1) Locate the vehicles fuel tank. In most vehicles, the fuel tank is located underneath the rear of the vehicle. It is best identified as a large container strapped to the bottom of the vehicle.",Fuel Tank Leak
58,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,Some fuel tanks are made out of metal and are susceptible to rust and corrosion. They can develop soft spots and begin to leak.,"2) Once the fuel tank is located, use a flashlight and inpsect the entire area underneath the unit. Check for moisture and fuel spots.",Fuel Tank Leak
59,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,Some fuel tanks are made out of metal and are susceptible to rust and corrosion. They can develop soft spots and begin to leak.,3) The fuel tank also has fuel lines that are routed to the top. Inspect the fuel lines and make sure they are not leaking.,Fuel Tank Leak
60,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,Some fuel tanks are made out of metal and are susceptible to rust and corrosion. They can develop soft spots and begin to leak.,"4) If there are leaks suspected, it will be necessary to replace the entire fuel tank unit.",Fuel Tank Leak
61,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,"Fuel pump assemblies are constantly operating to supply the correct amount of fuel pressure to keep the vehicle running properly. Normal wear shortens the lifespan of the fuel pump assembly. The fuel keeps the fuel pump lubricated and cooled, so running a fuel pump with low or no gas and starving it from fluid may lead to overheating and eventually burn the fuel pump out.",1) Most late model vehicles use an electronic submersible fuel pump; this means it is located inside the fuel tank. The first step to take is remove the gas cap from the vehicle.,Fuel Pump Assembly Failure
62,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,"Fuel pump assemblies are constantly operating to supply the correct amount of fuel pressure to keep the vehicle running properly. Normal wear shortens the lifespan of the fuel pump assembly. The fuel keeps the fuel pump lubricated and cooled, so running a fuel pump with low or no gas and starving it from fluid may lead to overheating and eventually burn the fuel pump out.","2) Always check all the fuel lines leading to the engine from the gas tank. Check the gas tank, fuel cap, fuel filter along with the clamps or clips holding the fuel lines in place. Fuel has a strong odor, which may help in pin pointing a fuel leak.",Fuel Pump Assembly Failure
63,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,"Fuel pump assemblies are constantly operating to supply the correct amount of fuel pressure to keep the vehicle running properly. Normal wear shortens the lifespan of the fuel pump assembly. The fuel keeps the fuel pump lubricated and cooled, so running a fuel pump with low or no gas and starving it from fluid may lead to overheating and eventually burn the fuel pump out.","3) Next, have an assistant cycle the ignition. Cycling means having them turn the key to the ""ON"" position, which is the last click in the ignition before the vehicle start position.",Fuel Pump Assembly Failure
64,"If you're not sure what the problem is, start by describing the symptoms:","Smell - I smell it (i.e. gasoline, rotten eggs, or burning oil)",What odor do you smell?,Gasoline,When does the odor occur?,"Only when engine is running, idling.",Can you pinpoint where the odor is coming from?,Only outside the vehicle.,,,"Fuel pump assemblies are constantly operating to supply the correct amount of fuel pressure to keep the vehicle running properly. Normal wear shortens the lifespan of the fuel pump assembly. The fuel keeps the fuel pump lubricated and cooled, so running a fuel pump with low or no gas and starving it from fluid may lead to overheating and eventually burn the fuel pump out.","4) While the ignition key is being cycled,  listen closely near the gas filler, where the fuel cap was removed. A humming or hissing sound should be heard for about 2-4 seconds, then stop. This sound is the electronic fuel pump sending fuel to the engine. Every time the key is turned to the ""ON"" position a sound should be heard coming from the fuel pump.",Fuel Pump Assembly Failure
